Sentiment,Text
positivo,"#Mérida,Portal de Granos, 1880.  Disfruten los detalles de la época. https://t.co/8FViaurkZC"
negativo,No te falle Bad Bunny ya me beso y fue antes de acabar el año
negativo,Otro vaso que Starbucks saca en el mes y claro que también lo quiero ☹️
positivo,@Kaarmeenciitaaa Deliciosa
positivo,"@yorch_med Jajajaja Ño , pero ser adulto está cabron. https://t.co/PR2CvORwTI"
positivo,Bueno ya que sea miércoles 15 para ver #NoWayHome y ver si sale el papi Tobby 😍
indeterminado,"@AbateGamerYT @PinkyRosa12 @TinenQa A!!, Pues No Quiero Tu Puta Ayuda!!, Sal De Aqui!!!"
neutro,@PatriciooMolina Necesitamos 🥰 si viene en 2022 serian 10 años después del BTWBall en 2012
positivo,"Al fin tenemos puntaje!!! #PokemonGO #GBL  Ahora sí vamos a intentar jugar como debe de ser. Salí bajo pero no importa, me pasa por confíado 😂 https://t.co/JVqG9n6San"
negativo,@Lucianakokoro @PinkyRosa12 @Omzo74YT @MikecrackYT ¿Como Creres Que Me Calme?
negativo,Cómo quieren que tome en serio a alguien que deja Barmicil para un absceso 🤨🙄😒
positivo,@Pareja39zap Buenos días igualmente que tengan un excelente día
positivo,@Pareja39zap Que delicia de mujer
positivo,Este año se ha puesto muy de moda el #Baseball pero el pensamiento de #YogiBerra se confirmó ayer en la @LigaBBVAMX : el @AtlasFC demostró que se debe luchar siempre hasta el final. Excelente #lunes e inicio de semana. 🦺  . . . Sígueme en #Instagram : https://t.co/579rpuZTO7 https://t.co/LX4kmocl3R
neutro,Y yo tan contento.... Y tú?... Podemos buscar una solución... https://t.co/lzvEBUemSy
negativo,"Necesito un espejo nuevo, porque doña pendeja rompió el suyo."
positivo,@landoraffe Es mi canción favorita de su álbum Prism
neutro,@masquevainilla1 O entrar a una cantina?
positivo,Les presento a mi mentor del #PVP el que me enseñó a jugar y entender un poco las cosas en este juego de #PokemonGo y gracias en parte a él es que hoy ya puedo pelear los torneos en la parte alta de la tabla! Siempre top en #GBL y #silph El gran 1MERCUS https://t.co/DUYhhs0vx4
neutro,Buenos días. Hace casi dos semanas que personal del ayuntamiento de Mérida chapeó sobre la calle 17 por 26 de la colonia Maya y al día de hoy no han hecho el desalojo de basura. @RenanBarrera @AyuntaMerida @alexruzcastro https://t.co/vJUb4tkbUX
negativo,"@ruleiro @Chivas Totalmente, que chafa tirar mala vibra"
positivo,"Cosechando para estimar rendimiento✌🏾✨ en Xoy, Yucatan, Mexico https://t.co/iA4eVUxd2v"
negativo,"@PatyArmendariz @lopezobrador_ Cada 6 meses se reúne con ellos y no se concreta nada, por qué no le creen a Don Pendejo, No hay resultados en la 4@"
positivo,😃Excelente lunes #Quintaleros . ☝️Recuerden que el mejor motivo siempre será su taza llena de su aromático y lleno de sabor #CafeQuintales #TotalmenteDelicioso ☕😋✅  Hablemos de café.  📲WhatsApp: https://t.co/n9lYAMeA0H  🌐https://t.co/kKkIjMGR3L  #cafequintalesmid ☕🤎 https://t.co/agKl4gtvbY
neutro,@miss_marihuana Pronta recuperación
negativo,Que el último tour del mundo incluya esto por favor 🥺
positivo,"Buenos días, un lunes más, un lunes menos, pero siempre siendo agradecidos 😊"
positivo,Se tenía que subir @AtlasFC jaja Felicidades a toda la banda rojinegra ❤🖤🦊  #Atlas #AtlasCampeon #AtlasCampeón #Rojinegros https://t.co/2pAdoMkRtH
positivo,"¡Muchas felicidades al súper concejal de la AO, mi querido @GuillermoRuiz_T! ¡Te mando un abrazo fuerte, lo estás haciéndolo muy bien! 👊🏼😎🔥"
negativo,@warkentin Que poca madre maestra @warkentin y cree que hubieran permitido algo así en  Los Pinos  en los sexenios de @FelipeCalderon ó @EPN  Usted callaba!!
positivo,Hamaca siempre es la onda con el calor de mi lindo Yucatán! 💯💪🏼🎧 https://t.co/sxWX4drzMc
neutro,@LiLiDV En Zara venden unos buenos
positivo,#MaxOutMonday al fin después de varios meses la joya que rolaste @JairEggs y hoy lo estrenamos en la liga ultra 🤟  Doble Legacy BB Shundo Dwegong https://t.co/RDgzNEBOlk
positivo,"Al fin me deshice de ese mueble tan feo, probecitx. 😂🎖️"
positivo,@LeslyeBi Cómo me gustaría ser ese repartidor .....😍😍
neutro,"@jals_15 Contras viste club de cuervos??? El portero que ellos tenían esta igualito al del atlas, y le decían pepenador al portero de club de cuervos"
neutro,@DrChab El portero del atlas se parece al portero de club de cuervos y le decían pepenador
neutro,@Sandonis_ @solidsnake0 Es lo que te digo pues
positivo,"¡Muchas felicidades al súper concejal de la AO, mi querido @GuillermoRuiz_T! ¡Te mando un abrazo fuerte, lo estás haciendo muy bien! 👊🏼😎🔥"
neutro,Espero que el de la próxima semana sea kingpin y yelena
neutro,@Edgar_chano @arpsCIO No mames tiene más rockets que lo que yo tengo de cambios 🤣
neutro,Entrevista con el Dr. Carlos Isaac Hernandez Fuentes para hablar sobre  la herramienta “Notificaciones COVID” implementada con apoyo de la SSY y que llamó la atención de los usuarios.   #Radio #JPenFórmula 105.1 FM 📻 https://t.co/SD3KWCSP75
neutro,Aprueban la iniciativa enviada por el Poder Ejecutivo para expedir la Ley Orgánica del Centro de Conciliación Laboral del Estado y la reforma a la Constitución del Estado #CongresoYucatán #LXIIILegislatura https://t.co/xsatuGGtGS
neutro,@_Luis_Angel_FM Y será que a sus audiencias les interesa?
positivo,Una de la posada de ayer 🎄🥸 https://t.co/aAiUzFzlQh
positivo,Supervisa el uso de la #tecnología y asegúrate que desde la adolescencia se comprenda la responsabilidad de utilizarla. Socializar y mantener contacto también es importante para el bienestar #emocional.  #EducarSinLastimar  @cepredey @salud_yucatan @MauricioSauri1 @MauVila
positivo,quién tiene antojo de invitarme unos chilaquiles y traérmelos a la oficina? :(
negativo,"@aglaecorona Wey hola, yo soy workaholic, pero despertar temprano no funciona."
positivo,"Buenisimas recomendaciones de películas de terror de las q nadie habla pero que bien valen la pena , es lo que hoy nos presenta Krmelo de  @TvCthulhu https://t.co/4TMvKHFca7"
positivo,Alguna nena o pareja en motul para algo rico y casual la traigo tieza
positivo,No mides el amor tan grande que te tengo @mariobautista_ ❣
negativo,"De verdad creo que lo duelos hay que vivirlos, llorar y sentir la emoción tal cual. Sin embargo, también creo que no podemos escudar en el duelo la culpa de haberla cagado con la persona que ya no está, una cosa es llorar por quien no está y otra llorar porque la cagamos"
positivo,¿Algún amigo con derecho para pasar noches de placer? 😏🍆 Denle RT🔄 https://t.co/f8ESGc69Rw
positivo,Me aaaaarden los pies 😪 Pero feliz por vacunar la tercera dósis a los abuelitos de San Felipe.
positivo,Por cierto ya nos ganamos un viaje en lancha 🤣🌊🐚
negativo,"Esta vez hacer 🤿 fue más duro, nadaba un Metro y ya me estaba ahogando, es que tener dos corazones latiendo al tiempo no es fácil. Ni idea en qué momento salió el barrigón 🥴😅😂 #SomoDos https://t.co/06GrYT8ygd"
negativo,Wey no espero otra cosa para mi cumpleaños
positivo,@fernandaostos Que hermosa amiga
neutro,"Problema de @Conacyt_MX contra @CIDE_MX y estudiantes, va rumbo al 68 x la intransigencia de una estúpida directora y un necio Presidente @lopezobrador_. Cuidado jugar con fuego"
negativo,Es lunes de chingar al prójimo.
negativo,Ahora estas con una chicha nueva pero no hay nada diferente
positivo,Empezemos a escribir una nueva historia..
neutro,"Deberían hacer más pósters así, incluye a todos y no parece una imagen random"
negativo,"Que mala suerte, verte cuando ya te ibas 🥺💔😭"
positivo,Anoche también lloré por el Atlas Campeón 🏆 Qué maldita emoción!!!                 Hasta el cielo ! 🙌🏻🕯
neutro,@webcamsdemexico Chiapas y Veracruz
positivo,@Cuauhtemoc_1521 Feliz cumpleaños (atrasados) espero que te la hayas pasado de lo mejor amigo. 🎂
positivo,"@ManuelSosaG14 Yo por eso, de vez en cuando le doy de premio, lechoncito, pizzas y tacos de tripita para motivarlo a portarse bien"
negativo,"Si alejarte de mi te traerá paz y tranquilidad, nunca dudes en irte."
negativo,me quedé con ganas de frágil y memorama :c
positivo,Llévame por siempre y doquier.
negativo,Solo han pasado 15 malditos minutos y ya me quiero ir de aquí
positivo,Gracias fotos de Andrea Denver en underwear por hacer que mi semana empiece bien.
neutro,Aquí organizando las vacaciones con el chakalyn… Uds donde se irían.. Puebla CDMX  Campeche  …..
positivo,"@__Antigeno420 Del Tibu, para el mundo! 🙌🏻🙌🏻"
positivo,@Fedra98827801 Hermoso culo y rica panocha
negativo,"Amanecí con dolor de cuello, será porque mi @AtlasFC es campeón?"
neutro,@rebelde_netflix @gigi_grigio Ya tienen el Almanaque tudum de netflix? ... Ya lo tengooo
neutro,"Y recuerden amigos, parte de la tenencia de mascotas es tenerlos en sus casas en las noches, no sueltos por el vecindario recreando las peleas de fight club 🧼"
positivo,"@Eduardo_Angel_M Jajaja siempre es lo mismo, nunca llegó aun que todos dicen que tengo el nivel y todo. Quizás por qué no le meto ganas 😂"
indeterminado,@MariCarlos85 Q tal amigos single Asus órdenes
positivo,@Twiceacouple Rica panocha
positivo,@AfrikhaC Rico culo
positivo,"@jlpreciadob feliz cumpleaños, un abrazo!"
positivo,@borisosman Que todo vaya bien! Pronta recuperación
neutro,https://t.co/7ZKCvwziKn   En las dificultades se forjan los caracteres más que en las bonanzas : @MiguelBoseMX   @VisionSurCam @5toPoderqroo
positivo,@MeditaLuz_Arc Respuesta Carta 1️⃣  🌀#Afirma El cielo me abraza. Todo está resuelto. Todo está bien. ¡Hecho está! 🤩🥰🙏🙏🙏😇😇😇
positivo,Hoy Jacob con varita me hizo sentir que nada en mi día puede ser feo.   Fin ✨
negativo,"@ClaudioXGG No es miedo están dedicados a lo suyo,a ser empresarios.el miedo es tuyo, estás aterrado por qué ya no puedes robar, al tráfico de influencias a la corrupción y es que te gusta los negocios sucios y así va a ser toda tu miserable vida."
neutro,Fotos históricas de Teobert Maler. https://t.co/pegub98H5d
neutro,"Viva La Vida - @coldplay ☀️💥 en Chichén-Itzá, Yucatan, Mexico https://t.co/b0slAwqaMX"
neutro,"📌Acompáñanos en la Conferencia “La Propiedad Intelectual en el Metaverso”, evento organizado por el Comité de Propiedad Intelectual de Anade Yucatán y ANADE Puebla  📆: 14.12.21 | 18:00hrs  Sintonízanos a través de 🌐 Facebook Live: ANADE Sección Yucatán  🌐 YouTube:ANADE Puebla https://t.co/6BVOTiooSl"
positivo,Este post se responde con una foto de tus axilas 😝🔥😈 https://t.co/eSzXhDxzPU
negativo,Voluntad y enfoque.
negativo,"Que pedo que de pronto todxs quieren ser rubixs y culonxs, qué pasó amigxs no conocen otro estereotipo (?)"
positivo,"vinieron a mi trabajo a mostrarnos tequilas y mi jefa lo primero que dijo fue  Jack ven, prueba esto   ya estoy borracho. https://t.co/IcDxqdr3aE"
positivo,Hacía ya tiempo que no iba de misiones ❣️
positivo,Excelente reflexión y saludos líder ya amigo#FilibertoMartinez
negativo,"Ahora date cuenta que yo daba todo, todo."
negativo,Tengo sueño 😴
negativo,Las personas tóxicas a veces no saben que lo son.
neutro,"Con el objetivo de crear un marco de cooperación académica cientifica y tecnológica, el día de hoy se firmó el Convenio de Colaboración entre el COBAY y el H. Ayuntamiento de Kanasín.  (1/2) https://t.co/Qsoq9X1wV8"
positivo,"Posteriormente dimos el banderazo de inicio de los trabajos para la construcción del campo de fútbol ⚽️ que beneficiara a toda la comunidad #CobayKanasin, muchas gracias amigo @edwinbojorquezr, sigamos trabajando en equipo. #JuntosCambiamosKanasin https://t.co/VU4GUlwc4c"
positivo,@LIZZANDROMOLL Con un amigo las encargué
negativo,Soñé con alguien &amp
positivo,"Cuéntame cómo te va querida, por aquí va todo bien, voy viviendo la vida."
positivo,"@yorch_med 😂😂😂 a nada de utilizar herbalife. Jajaja ntc , si pues, solo recuerda que te tropiezas cuando cuando haces dos actividades a la vez 👀"
positivo,Mira el video completo en nuestro Canal de YouTube #flor #flores #floracion #mamey #sapote #zapote https://t.co/hT2nwSgXBi
negativo,Ojalá que mis amigos aún recuerden la canción que tanto les pedí que me pongan en Diciembre...
neutro,"1,2,3 Androides 🤖 #equipooficial #vivaandroides #firmadecontrato #socios #mesadirectiva #androidesfc en Mérida Yucatán https://t.co/XDiolC33wk"
neutro,@Parejamerida0 Q tal amigos single Asus órdenes
neutro,#pelaezydefrancisco Adolfo Ríos de Pumas y América pantalón largo.  Hablen del campeonato del #Atlas tras 70 años en México. https://t.co/IknmIlVwMn
neutro,@samantarivero_ Seguida en instagram
neutro,@DraSkellington @ValeriaChaconn El transductor no va a sentir el multiorgasmo o la texturizada 😇
negativo,"Si hay algo que me enoja mucho... Es que me quieran venir a reclamar cosas sin fundamentos, sin pruebas o sin decir de dónde vienen !! Eso es algo muy estúpido 😡"
negativo,Nomás a lo pendejo porque hace más de cuarto meses que no prendo la tele.
positivo,Así quedamos antes del inicio de la ultra! https://t.co/LYjGTSgSI6
positivo,@Mara_Marqueza Si se pone chido después de un par de semanas
positivo,Charritos. 😋😍
positivo,"OMG!🥺💘tengo mis pupilas dilatas, aparte se me están borregeando mis ojitos lo cuál es súper raro que me pase, te adoro marijane ❤️👽😳🥴"
negativo,Tragame tierra y escupeme en un concierto de Bad Bunny 🥺😭
negativo,"El problema con los comunistas es que no les gusta TRABAJAR; y prefieren que otros lo hagan por ellos, y para eso le hacen  coco wash  a los débiles mentales."
negativo,Con risperidona vuelve a ser funcional socialmente.
negativo,"Pinche banda que se pone a lucrar con los perfiles falsos de morritxs promocionando supuestamente fotos y videos explícitos, pónganse a trabajar pinche gente aprovechada. En un mes me han llegado más de 30 solicitudes de estos perfiles falsos de perdonas cercanas a mí. Harto ya."
positivo,Increíble lo mucho que se gasta en un fin de semana.
neutro,@ItsFergieM En donde ves demon slayer?? En Netflix aún no sale la segunda temporada o ya salió? 😶
neutro,¿Como amanecieron? https://t.co/jAgkGjlfpH
negativo,Lástima que seas AJENA y no pueda darte lo mejor que tengo … https://t.co/OvXxJhz2JB
neutro,"Venir a Tulum no solo es andar de cenote en cenote, venir a Tulum también es conseguir yuca y mango verde 🤤🤤🤤 solo falta el suero https://t.co/VjkwFv6NWt"
positivo,"Una mañana difícil, pero esta frase me ayudó mucho✨ https://t.co/NN3iEGVkAl"
positivo,"El sábado, fuí temprano al #samborns por esto.   No sé si fuí de los primeros en comprarlo, pero de lo que si estoy seguro, es que fuí de los más emocionados.   Te amo @OficialYuri , tu historia de vida y de éxito, hoy son el ejemplo a seguir.  Ya eres LEYENDA! 💘 https://t.co/5n9EgWDvIO"
neutro,Acaba de publicar un video en Mérida Yucatán https://t.co/qX1grnR4Cw
positivo,"Y así como en la vida real el campeonato de Fantasy de F1 se definió en la última vuelta, pero más más dramático, Empate en 1er lugar de @GerardoArceo y @cabrio7 ! Tremendo torneo. https://t.co/AeeqswzARa"
positivo,"Ojalá el festejo atlista de anoche haya culminado en Promotora Mexicana Gaitán, calle 6 6 30 6 71 3333..."
neutro,"@monitag Día largo con la familia monkis, está pendiente todavía nos queda navidad y reyes!"
positivo,Alguna nena o pareja en motul o aledaños para pasarla rico ando hot con ganss de coger bien rico
negativo,@LEGENDSLima No se siente el espíritu navideño en el fondo 😓
negativo,@pokexperto El control se mueve solo
positivo,@wendy_hg Y con la taquicardia jaja
positivo,"¡Los estamos esperando eh! Vamos a despertar a México #juguetón2022 en Mérida, Yucatan https://t.co/raf0BkoJT0"
negativo,El semestre se acaba el 17 de diciembre y me están marcando trabajos para finales de enero wtf TecnM
positivo,Se vienen los agradecimientos del 2021 🍩 (@ Krazy Donuts) https://t.co/QFff8s1bFP
positivo,Ya es ya es!!! https://t.co/bl5kQUJHVH
neutro,GFS dice que se cancela el frío para navidad. https://t.co/ZpZvnpuaJF
positivo,"Reserva ya con nosotros y disfruta de las mejores #pizza #pastas #ensaladas #alitas #bonless #cerveza #CervezaArtesanal #cervezadebarril, tenemos #restaurante y #bar estamos ubicados en la #Calle14 entre #57 y #59 #Centro #Campeche https://t.co/upyOEENBQq"
negativo,"P*to fastidio estar sentado y encerrado todo el día, no pasa nada interesante"
positivo,Una personita de unos dos años se acostó debajo de mi amaca para que le tapara el sol jaja
positivo,"Que me falte todo, pero nunca de los nunca ustedes 🥰👨‍👩‍👧‍👦  Mariana, Fernanda y Rafael ❤ en Tahdzibichen, Yaxcaba https://t.co/3ZLPEmHkKm"
negativo,😏 me acaba de hablar @Rangel_Bear y me comenta que vayamos a la guarida de @panda_mid ... tarde de juegos en unas horas más.
positivo,@ManuelL19886174 Buen día ☺️
positivo,@Lupita_ota Sexy y hermosa
positivo,@Parejamerida0 Que rico es disfrutar así jejje
positivo,@3383lupita Gracias!
positivo,Por qué son tan tóxicos jajaja ya vi varias peleas aquí de que por qué no acompañarán a sus novios  (@) y esposos a sus posadas ! Wey si solo dice 1 persona en la invitación 🤦🏼‍♀️
negativo,Tengo un sueño cabron
neutro,"@sergioaguayo @DeniseDresserG El CIDE es una Institucion generada en la etapa del monopolio político del país, así que su opinion es en demasía cuestionable, alguien que lucra con la educacion o mejor dicho con la verdad no es garante de legitimidad #fueraCIDE"
negativo,"Si, soy un pendejo por escribirle a las personas incorrectas..."
neutro,"@lopezobrador_ En mi opinión, lo primero es conocer esa realidad y tener una estrategia clara para su atención, el primero los pobres esta bien para el discurso, pero no resuelve nada #Mexico #LigaDeGuerreros"
positivo,@Bishubish Es que adoro estas fechas 😍 Muchas gracias 😘
neutro,@btoxic79 @betomatrix69 Nunca 🥳
positivo,"@teresa_sabe @lluis_llach Moltes gràcies, no ho sabia 👍🏻"
neutro,Oye @TELMEXSoluciona que jaladas con ustedes estoy llamando desde el viernes. Que segun ahoy tendria un nuevo modem.ahoy llamo pata Dat seguimiento y medicen que mi numero de folio no entra. Ya paren por favor.
negativo,Llevo más de un mes aquí y aún no me sé todos los nombres de mis compañeros
